331,423,530,650,780,916,1050,1173,1276,1350,1390,1390,1351,1276,1169,1040,897,749,606,475,360,264,187,129,87,58,41,33,30,30,31,32,32,31,30,29,28,28,30,32,35,40,45,52,63,80,108,150,208,282,369,465,562,656,739,807,856,883,884,859,812,752,692,645,624,638,688,769,869,973,1066,1135,1168,1159,1109,1022,907,774,636,503,381,276,190,123,76,45,30,25,28,32,36,37,36,33,31,29,29,30,30,29,28,27,26,26,26,26,25,23,20,16,13,10,7,6,6,6,6,7,7,8,9,11,14,19,26,37,55,81,118,168,234,312,399,485,561,616,643,638,601,538,456,366,278,198,132,82,47,27,17,14,15,17,17,17,15,13,11,10,9,9,10,10,10,11,11,12,14,15,16,15,14,13,11,10,9,8,8,8,8,9,11,13,14,15,14,13,11,10,10,11,12,13,13,12,11,10,9,10,11,11
15,17,17,16,14,10,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,5,4,3,1,0,0,0,0,0,0,0,0,0,1,3,5,7,7,7,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,1,0,0,0,0,1,3,5,9,12,14,16,16,16,16,16,17,19,21,23,24,23,21,19,18,18,18,19,18,15,11,7,5,6,11,20,34,54,80,114,159,215,279,347,412,468,509,530,528,504,461,403,335,263,194,133,83,46,21,7,0,0,2,6,9,12,13,12,10,8,7,7,8,9,9,9,7,4,2,0,0,1,4,7,10,12,13,13,13,14,15,16,16,16,14,12,9,5,3,1,0,0,1,5,13,28,52,87,137,200,275,356,436,505,555,579,572,536,474,395,306,218,139,77,36,18,23,49,92,148,214,283
641,598,542,476,405,332,262,199,146,106,77,58,47,41,37,34,32,31,30,31,32,34,35,37,39,40,42,42,43,43,45,47,50,54,59,65,70,74,78,80,81,81,80,79,78,77,77,77,77,78,78,77,76,75,74,73,73,73,72,71,70,67,63,59,55,50,46,43,40,38,35,33,31,29,28,28,31,38,51,72,102,141,188,243,301,360,413,456,483,490,476,442,390,329,263,200,145,102,72,52,42,39,40,43,47,51,55,57,58,57,57,56,56,58,61,64,67,69,69,67,65,63,62,63,64,66,66,66,64,61,58,56,54,51,49,46,43,40,38,37,37,36,35,34,32,31,30,29,29,29,29,30,32,34,37,40,43,45,48,50,52,55,58,60,62,63,64,65,65,67,68,70,71,73,73,73,73,72,70,69,66,63,60,58,56,55,55,55,55,55,53,50,47,44,42,42,42,44,45,46
105,108,111,114,117,121,128,136,146,158,172,190,215,248,293,348,415,489,569,646,717,775,815,835,836,820,793,761,731,707,692,687,690,700,714,729,744,758,770,782,792,802,811,816,815,804,780,741,688,623,552,483,423,374,339,315,301,291,282,274,267,260,256,252,249,245,240,232,223,213,204,195,187,179,171,162,151,139,125,112,99,87,77,68,61,56,54,55,63,80,110,154,214,290,379,477,577,671,752,812,848,860,853,832,806,782,763,749,737,722,698,661,611,552,489,433,391,371,379,412,468,538,611,675,721,742,735,702,646,575,498,421,351,293,248,217,196,184,177,174,173,177,189,213,254,313,389,477,570,655,722,761,766,738,684,615,547,494,468,475,514,576,646,710,754,770,758,726,688,658,646,658,691,734,774,796,790,753,686,598,502,409,331,275,244,241,262,305,367,442,524,603,669,713,725,703,649,570,477,382
0,0,0,1
@
